timestamp_raw,timestamp_utc,ambient_temp_c,elapsed_hours
2018052005,2018-05-20 05:00:00+00:00,21.35,461.0
2018052006,2018-05-20 06:00:00+00:00,22.32,462.0
2018052007,2018-05-20 07:00:00+00:00,24.82,463.0
2018052008,2018-05-20 08:00:00+00:00,27.53,464.0
2018052009,2018-05-20 09:00:00+00:00,29.29,465.0
2018052010,2018-05-20 10:00:00+00:00,30.64,466.0
2018052011,2018-05-20 11:00:00+00:00,31.7,467.0
2018052012,2018-05-20 12:00:00+00:00,32.31,468.0
2018052013,2018-05-20 13:00:00+00:00,32.31,469.0
2018052014,2018-05-20 14:00:00+00:00,31.76,470.0
2018052015,2018-05-20 15:00:00+00:00,31.07,471.0
2018052016,2018-05-20 16:00:00+00:00,30.22,472.0
2018052017,2018-05-20 17:00:00+00:00,28.65,473.0
2018052018,2018-05-20 18:00:00+00:00,26.93,474.0
2018052019,2018-05-20 19:00:00+00:00,26.63,475.0
2018052020,2018-05-20 20:00:00+00:00,26.03,476.0
2018052021,2018-05-20 21:00:00+00:00,25.31,477.0
2018052022,2018-05-20 22:00:00+00:00,24.94,478.0
2018052023,2018-05-20 23:00:00+00:00,24.82,479.0
2018052100,2018-05-21 00:00:00+00:00,24.73,480.0
2018052101,2018-05-21 01:00:00+00:00,24.15,481.0
2018052102,2018-05-21 02:00:00+00:00,22.96,482.0
2018052103,2018-05-21 03:00:00+00:00,21.72,483.0
2018052104,2018-05-21 04:00:00+00:00,21.02,484.0
2018052105,2018-05-21 05:00:00+00:00,20.83,485.0
2018052106,2018-05-21 06:00:00+00:00,22.06,486.0
2018052107,2018-05-21 07:00:00+00:00,24.48,487.0
2018052108,2018-05-21 08:00:00+00:00,27.34,488.0
2018052109,2018-05-21 09:00:00+00:00,29.31,489.0
2018052110,2018-05-21 10:00:00+00:00,30.61,490.0
2018052111,2018-05-21 11:00:00+00:00,31.47,491.0
2018052112,2018-05-21 12:00:00+00:00,32.03,492.0
2018052113,2018-05-21 13:00:00+00:00,32.06,493.0
2018052114,2018-05-21 14:00:00+00:00,31.44,494.0
2018052115,2018-05-21 15:00:00+00:00,30.71,495.0
2018052116,2018-05-21 16:00:00+00:00,29.64,496.0
2018052117,2018-05-21 17:00:00+00:00,28.2,497.0
2018052118,2018-05-21 18:00:00+00:00,26.34,498.0
2018052119,2018-05-21 19:00:00+00:00,25.64,499.0
2018052120,2018-05-21 20:00:00+00:00,24.92,500.0
2018052121,2018-05-21 21:00:00+00:00,24.15,501.0
2018052122,2018-05-21 22:00:00+00:00,23.44,502.0
2018052123,2018-05-21 23:00:00+00:00,22.75,503.0
2018052200,2018-05-22 00:00:00+00:00,22.15,504.0
2018052201,2018-05-22 01:00:00+00:00,21.65,505.0
2018052202,2018-05-22 02:00:00+00:00,21.56,506.0
2018052203,2018-05-22 03:00:00+00:00,21.51,507.0
2018052204,2018-05-22 04:00:00+00:00,21.42,508.0
2018052205,2018-05-22 05:00:00+00:00,21.37,509.0
2018052206,2018-05-22 06:00:00+00:00,22.05,510.0
2018052207,2018-05-22 07:00:00+00:00,23.86,511.0
2018052208,2018-05-22 08:00:00+00:00,26.62,512.0
2018052209,2018-05-22 09:00:00+00:00,28.47,513.0
2018052210,2018-05-22 10:00:00+00:00,29.88,514.0
2018052211,2018-05-22 11:00:00+00:00,31.06,515.0
2018052212,2018-05-22 12:00:00+00:00,31.91,516.0
2018052213,2018-05-22 13:00:00+00:00,32.28,517.0
2018052214,2018-05-22 14:00:00+00:00,32.03,518.0
2018052215,2018-05-22 15:00:00+00:00,31.48,519.0
2018052216,2018-05-22 16:00:00+00:00,30.46,520.0
2018052217,2018-05-22 17:00:00+00:00,28.65,521.0
2018052218,2018-05-22 18:00:00+00:00,26.64,522.0
2018052219,2018-05-22 19:00:00+00:00,25.96,523.0
2018052220,2018-05-22 20:00:00+00:00,25.33,524.0
2018052221,2018-05-22 21:00:00+00:00,24.69,525.0
2018052222,2018-05-22 22:00:00+00:00,24.31,526.0
2018052223,2018-05-22 23:00:00+00:00,24.08,527.0
2018052300,2018-05-23 00:00:00+00:00,23.87,528.0
2018052301,2018-05-23 01:00:00+00:00,23.45,529.0
2018052302,2018-05-23 02:00:00+00:00,22.69,530.0
2018052303,2018-05-23 03:00:00+00:00,22.05,531.0
2018052304,2018-05-23 04:00:00+00:00,21.6,532.0
2018052305,2018-05-23 05:00:00+00:00,21.08,533.0
2018052306,2018-05-23 06:00:00+00:00,22.46,534.0
2018052307,2018-05-23 07:00:00+00:00,25.26,535.0
2018052308,2018-05-23 08:00:00+00:00,27.97,536.0
2018052309,2018-05-23 09:00:00+00:00,30.23,537.0
2018052310,2018-05-23 10:00:00+00:00,31.96,538.0
2018052311,2018-05-23 11:00:00+00:00,33.15,539.0
2018052312,2018-05-23 12:00:00+00:00,33.85,540.0
2018052313,2018-05-23 13:00:00+00:00,34.12,541.0
2018052314,2018-05-23 14:00:00+00:00,33.85,542.0
2018052315,2018-05-23 15:00:00+00:00,33.25,543.0
2018052316,2018-05-23 16:00:00+00:00,32.07,544.0
2018052317,2018-05-23 17:00:00+00:00,30.17,545.0
2018052318,2018-05-23 18:00:00+00:00,28.41,546.0
2018052319,2018-05-23 19:00:00+00:00,27.97,547.0
2018052320,2018-05-23 20:00:00+00:00,27.33,548.0
2018052321,2018-05-23 21:00:00+00:00,26.39,549.0
2018052322,2018-05-23 22:00:00+00:00,25.5,550.0
2018052323,2018-05-23 23:00:00+00:00,24.79,551.0
2018052400,2018-05-24 00:00:00+00:00,24.47,552.0
2018052401,2018-05-24 01:00:00+00:00,23.76,553.0
2018052402,2018-05-24 02:00:00+00:00,22.72,554.0
2018052403,2018-05-24 03:00:00+00:00,22.08,555.0
2018052404,2018-05-24 04:00:00+00:00,21.65,556.0
2018052405,2018-05-24 05:00:00+00:00,21.42,557.0
2018052406,2018-05-24 06:00:00+00:00,22.23,558.0
2018052407,2018-05-24 07:00:00+00:00,24.0,559.0
2018052408,2018-05-24 08:00:00+00:00,26.6,560.0
2018052409,2018-05-24 09:00:00+00:00,29.01,561.0
2018052410,2018-05-24 10:00:00+00:00,30.62,562.0
2018052411,2018-05-24 11:00:00+00:00,31.73,563.0
2018052412,2018-05-24 12:00:00+00:00,32.35,564.0
2018052413,2018-05-24 13:00:00+00:00,32.6,565.0
2018052414,2018-05-24 14:00:00+00:00,32.3,566.0
2018052415,2018-05-24 15:00:00+00:00,31.73,567.0
2018052416,2018-05-24 16:00:00+00:00,30.72,568.0
2018052417,2018-05-24 17:00:00+00:00,28.93,569.0
2018052418,2018-05-24 18:00:00+00:00,26.97,570.0
2018052419,2018-05-24 19:00:00+00:00,26.2,571.0
2018052420,2018-05-24 20:00:00+00:00,25.49,572.0
2018052421,2018-05-24 21:00:00+00:00,24.81,573.0
2018052422,2018-05-24 22:00:00+00:00,24.25,574.0
2018052423,2018-05-24 23:00:00+00:00,23.8,575.0
2018052500,2018-05-25 00:00:00+00:00,23.39,576.0
2018052501,2018-05-25 01:00:00+00:00,22.93,577.0
2018052502,2018-05-25 02:00:00+00:00,22.49,578.0
2018052503,2018-05-25 03:00:00+00:00,22.05,579.0
2018052504,2018-05-25 04:00:00+00:00,21.68,580.0
2018052505,2018-05-25 05:00:00+00:00,21.51,581.0
2018052506,2018-05-25 06:00:00+00:00,22.45,582.0
2018052507,2018-05-25 07:00:00+00:00,24.38,583.0
2018052508,2018-05-25 08:00:00+00:00,26.69,584.0
2018052509,2018-05-25 09:00:00+00:00,28.14,585.0
2018052510,2018-05-25 10:00:00+00:00,29.25,586.0
2018052511,2018-05-25 11:00:00+00:00,29.94,587.0
2018052512,2018-05-25 12:00:00+00:00,30.21,588.0
2018052513,2018-05-25 13:00:00+00:00,30.38,589.0
2018052514,2018-05-25 14:00:00+00:00,30.02,590.0
2018052515,2018-05-25 15:00:00+00:00,29.4,591.0
2018052516,2018-05-25 16:00:00+00:00,28.56,592.0
2018052517,2018-05-25 17:00:00+00:00,27.7,593.0
2018052518,2018-05-25 18:00:00+00:00,25.84,594.0
2018052519,2018-05-25 19:00:00+00:00,24.76,595.0
2018052520,2018-05-25 20:00:00+00:00,24.08,596.0
2018052521,2018-05-25 21:00:00+00:00,23.5,597.0
2018052522,2018-05-25 22:00:00+00:00,22.99,598.0
2018052523,2018-05-25 23:00:00+00:00,22.56,599.0
2018052600,2018-05-26 00:00:00+00:00,22.2,600.0
2018052601,2018-05-26 01:00:00+00:00,21.9,601.0
2018052602,2018-05-26 02:00:00+00:00,21.7,602.0
2018052603,2018-05-26 03:00:00+00:00,21.51,603.0
2018052604,2018-05-26 04:00:00+00:00,21.34,604.0
2018052605,2018-05-26 05:00:00+00:00,21.3,605.0
2018052606,2018-05-26 06:00:00+00:00,22.17,606.0
2018052607,2018-05-26 07:00:00+00:00,24.04,607.0
2018052608,2018-05-26 08:00:00+00:00,26.29,608.0
2018052609,2018-05-26 09:00:00+00:00,28.41,609.0
2018052610,2018-05-26 10:00:00+00:00,30.09,610.0
2018052611,2018-05-26 11:00:00+00:00,31.26,611.0
2018052612,2018-05-26 12:00:00+00:00,31.9,612.0
2018052613,2018-05-26 13:00:00+00:00,32.01,613.0
2018052614,2018-05-26 14:00:00+00:00,31.76,614.0
2018052615,2018-05-26 15:00:00+00:00,31.13,615.0
2018052616,2018-05-26 16:00:00+00:00,30.08,616.0
2018052617,2018-05-26 17:00:00+00:00,28.12,617.0
2018052618,2018-05-26 18:00:00+00:00,25.85,618.0
2018052619,2018-05-26 19:00:00+00:00,24.91,619.0
2018052620,2018-05-26 20:00:00+00:00,24.12,620.0
2018052621,2018-05-26 21:00:00+00:00,23.43,621.0
2018052622,2018-05-26 22:00:00+00:00,22.8,622.0
2018052623,2018-05-26 23:00:00+00:00,22.32,623.0
2018052700,2018-05-27 00:00:00+00:00,21.92,624.0
2018052701,2018-05-27 01:00:00+00:00,21.61,625.0
2018052702,2018-05-27 02:00:00+00:00,21.43,626.0
2018052703,2018-05-27 03:00:00+00:00,21.29,627.0
2018052704,2018-05-27 04:00:00+00:00,21.16,628.0
2018052705,2018-05-27 05:00:00+00:00,21.22,629.0
2018052706,2018-05-27 06:00:00+00:00,22.26,630.0
2018052707,2018-05-27 07:00:00+00:00,24.12,631.0
2018052708,2018-05-27 08:00:00+00:00,26.61,632.0
2018052709,2018-05-27 09:00:00+00:00,28.6,633.0
2018052710,2018-05-27 10:00:00+00:00,30.02,634.0
2018052711,2018-05-27 11:00:00+00:00,30.85,635.0
2018052712,2018-05-27 12:00:00+00:00,31.13,636.0
2018052713,2018-05-27 13:00:00+00:00,31.14,637.0
2018052714,2018-05-27 14:00:00+00:00,30.6,638.0
2018052715,2018-05-27 15:00:00+00:00,29.98,639.0
2018052716,2018-05-27 16:00:00+00:00,29.21,640.0
2018052717,2018-05-27 17:00:00+00:00,27.68,641.0
2018052718,2018-05-27 18:00:00+00:00,25.5,642.0
2018052719,2018-05-27 19:00:00+00:00,24.85,643.0
2018052720,2018-05-27 20:00:00+00:00,24.26,644.0
2018052721,2018-05-27 21:00:00+00:00,23.81,645.0
2018052722,2018-05-27 22:00:00+00:00,23.41,646.0
2018052723,2018-05-27 23:00:00+00:00,23.05,647.0
2018052800,2018-05-28 00:00:00+00:00,22.77,648.0
2018052801,2018-05-28 01:00:00+00:00,22.5,649.0
2018052802,2018-05-28 02:00:00+00:00,22.25,650.0
2018052803,2018-05-28 03:00:00+00:00,21.91,651.0
2018052804,2018-05-28 04:00:00+00:00,21.63,652.0
2018052805,2018-05-28 05:00:00+00:00,21.57,653.0
2018052806,2018-05-28 06:00:00+00:00,22.78,654.0
2018052807,2018-05-28 07:00:00+00:00,25.05,655.0
2018052808,2018-05-28 08:00:00+00:00,27.56,656.0
2018052809,2018-05-28 09:00:00+00:00,29.31,657.0
2018052810,2018-05-28 10:00:00+00:00,30.33,658.0
2018052811,2018-05-28 11:00:00+00:00,30.82,659.0
2018052812,2018-05-28 12:00:00+00:00,31.03,660.0
2018052813,2018-05-28 13:00:00+00:00,30.98,661.0
2018052814,2018-05-28 14:00:00+00:00,30.76,662.0
2018052815,2018-05-28 15:00:00+00:00,30.53,663.0
2018052816,2018-05-28 16:00:00+00:00,30.03,664.0
2018052817,2018-05-28 17:00:00+00:00,28.96,665.0
2018052818,2018-05-28 18:00:00+00:00,27.25,666.0
2018052819,2018-05-28 19:00:00+00:00,25.59,667.0
2018052820,2018-05-28 20:00:00+00:00,24.23,668.0
2018052821,2018-05-28 21:00:00+00:00,23.5,669.0
2018052822,2018-05-28 22:00:00+00:00,22.92,670.0
2018052823,2018-05-28 23:00:00+00:00,22.43,671.0
2018052900,2018-05-29 00:00:00+00:00,22.04,672.0
2018052901,2018-05-29 01:00:00+00:00,21.6,673.0
2018052902,2018-05-29 02:00:00+00:00,21.33,674.0
2018052903,2018-05-29 03:00:00+00:00,21.11,675.0
2018052904,2018-05-29 04:00:00+00:00,20.95,676.0
2018052905,2018-05-29 05:00:00+00:00,20.93,677.0
2018052906,2018-05-29 06:00:00+00:00,22.09,678.0
2018052907,2018-05-29 07:00:00+00:00,24.47,679.0
2018052908,2018-05-29 08:00:00+00:00,27.04,680.0
2018052909,2018-05-29 09:00:00+00:00,29.36,681.0
2018052910,2018-05-29 10:00:00+00:00,31.04,682.0
2018052911,2018-05-29 11:00:00+00:00,31.92,683.0
2018052912,2018-05-29 12:00:00+00:00,32.14,684.0
2018052913,2018-05-29 13:00:00+00:00,31.88,685.0
2018052914,2018-05-29 14:00:00+00:00,31.51,686.0
2018052915,2018-05-29 15:00:00+00:00,30.9,687.0
2018052916,2018-05-29 16:00:00+00:00,29.84,688.0
2018052917,2018-05-29 17:00:00+00:00,28.29,689.0
2018052918,2018-05-29 18:00:00+00:00,26.38,690.0
2018052919,2018-05-29 19:00:00+00:00,25.72,691.0
2018052920,2018-05-29 20:00:00+00:00,25.11,692.0
2018052921,2018-05-29 21:00:00+00:00,24.38,693.0
2018052922,2018-05-29 22:00:00+00:00,23.7,694.0
2018052923,2018-05-29 23:00:00+00:00,23.08,695.0
2018053000,2018-05-30 00:00:00+00:00,22.6,696.0
2018053001,2018-05-30 01:00:00+00:00,22.31,697.0
2018053002,2018-05-30 02:00:00+00:00,22.15,698.0
2018053003,2018-05-30 03:00:00+00:00,22.04,699.0
2018053004,2018-05-30 04:00:00+00:00,22.05,700.0
2018053005,2018-05-30 05:00:00+00:00,22.15,701.0
2018053006,2018-05-30 06:00:00+00:00,22.93,702.0
2018053007,2018-05-30 07:00:00+00:00,24.47,703.0
2018053008,2018-05-30 08:00:00+00:00,26.15,704.0
2018053009,2018-05-30 09:00:00+00:00,27.61,705.0
2018053010,2018-05-30 10:00:00+00:00,28.74,706.0
2018053011,2018-05-30 11:00:00+00:00,29.22,707.0
2018053012,2018-05-30 12:00:00+00:00,29.49,708.0
2018053013,2018-05-30 13:00:00+00:00,29.57,709.0
2018053014,2018-05-30 14:00:00+00:00,29.43,710.0
2018053015,2018-05-30 15:00:00+00:00,29.18,711.0
2018053016,2018-05-30 16:00:00+00:00,28.53,712.0
2018053017,2018-05-30 17:00:00+00:00,27.67,713.0
2018053018,2018-05-30 18:00:00+00:00,26.31,714.0
2018053019,2018-05-30 19:00:00+00:00,25.54,715.0
2018053020,2018-05-30 20:00:00+00:00,24.96,716.0
2018053021,2018-05-30 21:00:00+00:00,24.49,717.0
2018053022,2018-05-30 22:00:00+00:00,24.0,718.0
2018053023,2018-05-30 23:00:00+00:00,23.56,719.0
